territory,tier,state,county,major_city,zipcode,population,median_household_income,income_factor,target_clinics,npi_providers,npi_locations,our_accts,open_clinics,annual_potential,current_owner
Nevada + Utah,1,UT,Wayne County,Loa,84747,1097,49076,0.9261492948564235,0,,,0,0,0,James Tuckett
Nevada + Utah,1,UT,Beaver County,Milford,84751,1680,45982,0.8964794734948159,0,,,0,0,0,James Tuckett
Nevada + Utah,1,UT,Iron County,Modena,84753,26,18333,0.5660609432671156,0,,,0,0,0,James Tuckett
Nevada + Utah,1,UT,Sevier County,Monroe,84754,3652,45850,0.8951917920264292,0,,,0,0,0,James Tuckett
Nevada + Utah,1,UT,Washington County,New Harmony,84757,1167,56534,0.9940340904239796,0,,,0,0,0,James Tuckett
Nevada + Utah,1,UT,Garfield County,Panguitch,84759,2112,47208,0.908352095316836,0,,,0,0,0,James Tuckett
Nevada + Utah,1,UT,Kane County,Duck Creek Village,84762,248,45114,0.8879777608095186,0,,,0,0,0,James Tuckett
Nevada + Utah,1,UT,Sevier County,Sevier,84766,147,85375,1.221551495837549,0,,,0,0,0,James Tuckett
Nevada + Utah,1,UT,Wayne County,Teasdale,84773,321,26875,0.6853630048313178,0,,,0,0,0,James Tuckett
Nevada + Utah,1,UT,Washington County,Toquerville,84774,1399,48854,0.9240521578697709,0,,,0,0,0,James Tuckett
Nevada + Utah,1,UT,Wayne County,Torrey,84775,431,38750,0.822966723454357,0,,,0,0,0,James Tuckett
Nevada + Utah,1,UT,Washington County,Virgin,84779,641,41750,0.8542296890691199,0,,,0,0,0,James Tuckett
Nevada + Utah,1,UT,Washington County,Pine Valley,84781,188,90433,1.2572159744951508,0,,,0,0,0,James Tuckett
Nevada + Utah,1,UT,Washington County,Veyo,84782,794,50362,0.9382053515662085,0,,,0,0,0,James Tuckett
Nevada + Utah,1,UT,Washington County,Dammeron Valley,84783,805,63750,1.0555687294988942,0,,,0,0,0,James Tuckett
Nevada + Utah,1,NV,Lincoln County,Alamo,89001,1224,50446,0.9389874532991072,0,,,0,0,0,James Tuckett
Nevada + Utah,1,NV,Lincoln County,Caliente,89008,1508,23321,0.638439878073028,0,,,0,0,0,James Tuckett
Nevada + Utah,1,NV,Esmeralda County,Dyer,89010,415,32679,0.7557546024996254,0,,,0,0,0,James Tuckett
Nevada + Utah,1,NV,Esmeralda County,Goldfield,89013,285,43409,0.8710364158082634,0,,,0,0,0,James Tuckett
Nevada + Utah,1,NV,Clark County,Jean,89019,2673,38269,0.8178430708056288,0,,,0,0,0,James Tuckett
Nevada + Utah,1,NV,Nye County,Amargosa Valley,89020,1456,28185,0.7018679981349961,0,,,0,0,0,James Tuckett
Nevada + Utah,1,NV,Clark County,Cal Nev Ari,89039,316,21000,0.6058373844667199,0,,,0,0,0,James Tuckett
Nevada + Utah,1,NV,Clark County,Overton,89040,3721,40147,0.8376700162995319,0,,,0,0,0,James Tuckett
Nevada + Utah,1,NV,Lincoln County,Pioche,89043,1429,43676,0.8737110938805717,0,,,0,0,0,James Tuckett
Nevada + Utah,1,NV,Nye County,Round Mountain,89045,1505,92813,1.273652131727147,0,,,0,0,0,James Tuckett
Nevada + Utah,1,NV,Clark County,Searchlight,89046,660,35515,0.7878659490422958,0,,,0,0,0,James Tuckett
Nevada + Utah,1,NV,Nye County,Tonopah,89049,2727,40896,0.8454478763390135,0,,,0,0,0,James Tuckett
Nevada + Utah,1,NV,Clark County,Sloan,89054,105,52536,0.9582413843332886,0,,,0,0,0,James Tuckett
Nevada + Utah,1,NV,Nye County,Pahrump,89061,5252,51513,0.9488659078247406,0,,,0,0,0,James Tuckett
Nevada + Utah,1,NV,Clark County,North Las Vegas,89085,3367,81319,1.1921816590270993,0,,,0,0,0,James Tuckett
Nevada + Utah,1,NV,Clark County,North Las Vegas,89086,4726,51736,0.9509175121828027,0,3,2,0,0,0,James Tuckett
Nevada + Utah,1,NV,Clark County,Las Vegas,89124,941,71705,1.1194923793486795,0,,,0,0,0,James Tuckett
Nevada + Utah,1,NV,Clark County,Las Vegas,89179,2340,78639,1.1723719327141453,0,,,0,0,0,James Tuckett
Nevada + Utah,1,NV,Lander County,Austin,89310,550,43691,0.8738611138154935,0,,,0,0,0,James Tuckett
Nevada + Utah,1,NV,White Pine County,Baker,89311,235,56719,0.9956591842465073,0,,,0,0,0,James Tuckett
Nevada + Utah,1,NV,Nye County,Duckwater,89314,158,27500,0.6932865397950408,0,,,0,0,0,James Tuckett
Nevada + Utah,1,NV,Eureka County,Eureka,89316,1408,63603,1.05435101846633,0,,,0,0,0,James Tuckett
Nevada + Utah,1,NV,Douglas County,Glenbrook,89413,655,114196,1.4127713120491416,0,,,0,0,0,James Tuckett
Nevada + Utah,1,NV,Humboldt County,Golconda,89414,349,58500,1.011170415207813,0,,,0,0,0,James Tuckett
Nevada + Utah,1,NV,Mineral County,Hawthorne,89415,3793,37003,0.8042015195286467,0,,,0,0,0,James Tuckett
Nevada + Utah,1,NV,Pershing County,Imlay,89418,388,71005,1.1140146122048185,0,,,0,0,0,James Tuckett
Nevada + Utah,1,NV,Pershing County,Lovelock,89419,5150,51389,0.9477231840061457,0,,,0,0,0,James Tuckett
Nevada + Utah,1,NV,Mineral County,Luning,89420,48,10469,0.5,0,,,0,0,0,James Tuckett
Nevada + Utah,1,NV,Humboldt County,Orovada,89425,432,35476,0.787433241564805,0,,,0,0,0,James Tuckett
Nevada + Utah,1,NV,Lyon County,Smith,89430,433,68993,1.0981178126631677,0,,,0,0,0,James Tuckett
Nevada + Utah,1,NV,Lyon County,Wellington,89444,2734,48920,0.9246761278452075,0,,,0,0,0,James Tuckett
Nevada + Utah,1,NV,Washoe County,Reno,89501,4252,22345,0.6249375219914275,0,,,0,0,0,James Tuckett
Nevada + Utah,1,NV,Washoe County,Reno,89510,1685,60066,1.0246151601560118,0,,,0,0,0,James Tuckett
Nevada + Utah,1,NV,Douglas County,Carson City,89705,4969,56146,0.9906171266557029,0,,,0,0,0,James Tuckett
Nevada + Utah,1,NV,Eureka County,Crescent Valley,89821,482,91250,1.2628822466710388,0,,,0,0,0,James Tuckett
Nevada + Utah,1,NV,Elko County,Carlin,89822,2513,69048,1.0985554255205614,0,,,0,0,0,James Tuckett
Nevada + Utah,1,NV,Elko County,Deeth,89823,273,103446,1.3446314739706517,0,,,0,0,0,James Tuckett
Nevada + Utah,1,NV,Elko County,Jackpot,89825,1228,41220,0.8487903145381265,0,,,0,0,0,James Tuckett
Nevada + Utah,1,NV,Elko County,Lamoille,89828,268,58686,1.0127766411630574,0,,,0,0,0,James Tuckett
Nevada + Utah,1,NV,Elko County,Ruby Valley,89833,201,26674,0.6827952558626634,0,,,0,0,0,James Tuckett
Nevada + Utah,1,NV,Elko County,Wells,89835,1822,49167,0.9270075611454631,0,,,0,0,0,James Tuckett
Ohio (Columbus/Cleveland),1,OH,Franklin County,Hilliard,43026,54017,76813,1.158680732208908,6,5,2,0,6,21000,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Franklin County,Westerville,43081,55991,68306,1.0926368627562915,6,14,6,0,6,21000,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Franklin County,Grove City,43123,58424,60863,1.031390434297702,6,5,5,0,6,21000,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Lorain County,Elyria,44035,64263,43449,0.8714376394486057,6,5,4,0,6,21000,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Delaware County,Delaware,43015,48107,63130,1.0504232266326268,5,2,2,0,5,17500,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Licking County,Newark,43055,59605,41981,0.8565896275275094,5,8,7,0,5,17500,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Franklin County,Reynoldsburg,43068,51836,54176,0.9730830097061213,5,,,0,5,17500,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Fairfield County,Lancaster,43130,59570,43234,0.8692788849734169,5,5,3,0,5,17500,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Fairfield County,Pickerington,43147,38440,86510,1.2296445167584364,5,2,2,0,5,17500,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Marion County,Marion,43302,54790,39591,0.8318493033082918,5,4,2,0,5,17500,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Lake County,Painesville,44077,56491,55681,0.9865064626694761,6,6,4,1,5,17500,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Cuyahoga County,Lakewood,44107,52244,43190,0.8688364321888266,5,2,2,0,5,17500,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Cuyahoga County,Cleveland,44130,50639,48212,0.9179605034183987,5,3,3,0,5,17500,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Franklin County,Dublin,43016,31306,86446,1.229189587793618,4,14,12,0,4,14000,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Franklin County,Dublin,43017,37626,94704,1.2865615939298318,5,18,13,1,4,14000,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Delaware County,Powell,43065,38821,110031,1.386768446578683,5,5,5,1,4,14000,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Franklin County,Columbus,43204,42104,40815,0.844610200029725,4,,,0,4,14000,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Franklin County,Columbus,43207,45144,39348,0.8292925289539286,4,,,0,4,14000,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Franklin County,Columbus,43228,50737,39894,0.835026413310176,4,2,1,0,4,14000,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Franklin County,Columbus,43229,46347,37518,0.8097785357594434,4,,,0,4,14000,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Franklin County,Columbus,43235,38493,64666,1.063125219125926,4,2,1,0,4,14000,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Lake County,Mentor,44060,60211,64446,1.0613152508710408,6,9,7,2,4,14000,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Cuyahoga County,Cleveland,44118,40438,54635,0.9771964829276321,4,3,2,0,4,14000,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Cuyahoga County,Cleveland,44134,38800,49141,0.9267624233111125,4,3,2,0,4,14000,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Franklin County,Blacklick,43004,22727,71060,1.1144459828355855,3,,,0,3,10500,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Delaware County,Lewis Center,43035,24721,101295,1.3305782678507052,3,,,0,3,10500,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Union County,Marysville,43040,31790,61164,1.0339376767401343,3,5,3,0,3,10500,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Knox County,Mount Vernon,43050,29050,42576,0.8626385259884617,3,,,0,3,10500,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Franklin County,New Albany,43054,20566,103491,1.344923905951224,3,7,5,0,3,10500,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Licking County,Pataskala,43062,27644,69257,1.1002167669419718,3,2,2,0,3,10500,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Delaware County,Westerville,43082,29946,110137,1.3874362677805896,4,27,8,1,3,10500,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Franklin County,Columbus,43085,23258,77156,1.1612648313313332,3,1,1,0,3,10500,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Franklin County,Canal Winchester,43110,33847,60809,1.0309327880870178,3,,,0,3,10500,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Franklin County,Galloway,43119,27698,56506,0.9937878987371862,3,,,0,3,10500,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Franklin County,Columbus,43209,27228,54653,0.977357442826716,3,4,1,0,3,10500,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Franklin County,Columbus,43214,24650,60547,1.0287094662099445,3,13,10,0,3,10500,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Franklin County,Columbus,43221,31265,81343,1.1923575727066098,4,11,9,1,3,10500,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Franklin County,Columbus,43224,38699,33598,0.7663076028454756,3,,,0,3,10500,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Franklin County,Columbus,43230,51161,65785,1.072284087095963,5,25,13,2,3,10500,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Franklin County,Columbus,43232,42201,37971,0.814652583115386,3,,,0,3,10500,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Ashtabula County,Ashtabula,44004,33421,34150,0.7725770012064697,3,3,3,0,3,10500,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Lorain County,Avon Lake,44012,22581,80271,1.1844746166081042,3,1,1,0,3,10500,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Geauga County,Chardon,44024,23557,64572,1.0623522463618011,3,1,1,0,3,10500,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Lorain County,North Ridgeville,44039,29563,67127,1.0831660534196768,3,,,0,3,10500,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Cuyahoga County,North Olmsted,44070,32902,59288,1.0179579105883954,3,,,0,3,10500,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Lake County,Eastlake,44095,33579,50685,0.9412091638474764,3,,,0,3,10500,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Cuyahoga County,Cleveland,44102,45014,24609,0.6558332100065596,3,,,0,3,10500,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Cuyahoga County,Cleveland,44105,40089,25441,0.6668275132652197,3,,,0,3,10500,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Cuyahoga County,Cleveland,44109,40646,30139,0.7257897670382544,3,25,1,0,3,10500,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Cuyahoga County,Cleveland,44111,39778,39473,0.830608725064164,3,1,1,0,3,10500,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Cuyahoga County,Cleveland,44120,38196,29643,0.7197928006170626,3,,,0,3,10500,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Cuyahoga County,Cleveland,44121,33220,53095,0.9633258937532609,3,4,2,0,3,10500,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Cuyahoga County,Cleveland,44125,28730,43693,0.8738811145276212,3,2,1,0,3,10500,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Cuyahoga County,Cleveland,44129,29090,50296,0.9375903853839622,3,1,1,0,3,10500,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Cuyahoga County,Solon,44139,24356,96750,1.3003848715703696,3,2,2,0,3,10500,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Cuyahoga County,Cleveland,44143,24499,60265,1.0263110431517337,3,6,3,0,3,10500,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Cuyahoga County,Westlake,44145,32729,76358,1.155243926148554,4,32,18,1,3,10500,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Cuyahoga County,Bedford,44146,29761,41850,0.8552521067768591,3,2,2,0,3,10500,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Licking County,Granville,43023,13231,93932,1.2813070219704485,2,4,3,0,2,7000,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Licking County,Heath,43056,17439,48504,0.9207361591991606,2,1,1,0,2,7000,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Champaign County,Urbana,43078,20885,44259,0.8795230386787591,2,1,1,0,2,7000,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Pickaway County,Circleville,43113,23717,47336,0.9095827168400761,2,1,1,0,2,7000,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Hocking County,Logan,43138,18437,39735,0.8333607273177918,2,,,0,2,7000,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Madison County,London,43140,24066,54462,0.9756481253668443,2,,,0,2,7000,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Fayette County,Washington Court House,43160,22305,35968,0.7928747113259321,2,2,2,0,2,7000,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Franklin County,Columbus,43201,35495,21086,0.6070766411684184,2,2,2,0,2,7000,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Franklin County,Columbus,43202,20251,40904,0.8455305647715394,2,,,0,2,7000,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Franklin County,Columbus,43206,21864,40720,0.8436266803261249,2,,,0,2,7000,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Franklin County,Columbus,43212,18551,51585,0.9495287937933442,2,35,7,0,2,7000,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Franklin County,Columbus,43213,30444,34521,0.7767622399013464,2,12,6,0,2,7000,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Franklin County,Columbus,43219,27123,34267,0.7738993177477058,2,3,2,0,2,7000,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Franklin County,Columbus,43220,24989,58199,1.0085656732060422,3,21,12,1,2,7000,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Franklin County,Columbus,43223,27366,31143,0.7377796030706711,2,,,0,2,7000,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Franklin County,Columbus,43227,21340,35995,0.7931722480420917,2,,,0,2,7000,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Franklin County,Columbus,43231,19685,44962,0.8864805925198858,2,,,0,2,7000,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Logan County,Bellefontaine,43311,19240,46706,0.9035095742058573,2,1,1,0,2,7000,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Lorain County,Amherst,44001,20769,63722,1.0553368928675586,2,1,1,0,2,7000,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Lorain County,Avon,44011,21193,82603,1.2015568723018677,3,7,6,1,2,7000,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Cuyahoga County,Berea,44017,19161,56199,0.9910845715613477,2,,,0,2,7000,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Geauga County,Chagrin Falls,44023,17351,98562,1.3125056308483165,2,2,2,0,2,7000,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Lorain County,Grafton,44044,15951,63834,1.0562639340816193,2,,,0,2,7000,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Lorain County,Lorain,44052,29850,29448,0.7174213943874614,2,,,0,2,7000,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Lake County,Madison,44057,19961,50648,0.940865560247896,2,,,0,2,7000,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Summit County,Northfield,44067,20441,67917,1.0895211583571436,2,5,3,0,2,7000,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Summit County,Twinsburg,44087,20221,67840,1.0889033681068128,2,4,2,0,2,7000,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Erie County,Vermilion,44089,15899,51442,0.9482117747982706,2,,,0,2,7000,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Lake County,Wickliffe,44092,16835,47352,0.9097364274819574,2,,,0,2,7000,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Lake County,Willoughby,44094,35234,56278,0.9917809201177715,3,4,4,1,2,7000,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Cuyahoga County,Cleveland,44106,26896,22602,0.6285210926076803,2,43,8,0,2,7000,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Cuyahoga County,Cleveland,44108,25679,23174,0.636424548048691,2,,,0,2,7000,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Cuyahoga County,Beachwood,44122,34057,74054,1.137681464279326,4,32,22,2,2,7000,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Cuyahoga County,Cleveland,44124,38282,55969,0.9890544361818207,4,32,18,2,2,7000,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Cuyahoga County,Cleveland,44126,16771,52988,0.9623547302342567,2,3,2,0,2,7000,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Cuyahoga County,Cleveland,44128,29274,32691,0.7558933494445248,2,,,0,2,7000,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Cuyahoga County,North Royalton,44133,30394,66609,1.0789787172055159,3,3,1,1,2,7000,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Cuyahoga County,Cleveland,44135,26861,38039,0.8153817131925267,2,,,0,2,7000,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Cuyahoga County,Strongsville,44136,25608,71537,1.1181801625536147,3,7,4,1,2,7000,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Cuyahoga County,Maple Heights,44137,23240,36689,0.8007821039524506,2,1,1,0,2,7000,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Cuyahoga County,Olmsted Falls,44138,22332,68311,1.092676852540067,2,,,0,2,7000,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Cuyahoga County,Bay Village,44140,15651,83679,1.209357388597802,2,,,0,2,7000,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Cuyahoga County,Brookpark,44142,19201,49010,0.9255263180590945,2,,,0,2,7000,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Cuyahoga County,Cleveland,44144,21089,41674,0.8534518324417528,2,,,0,2,7000,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Cuyahoga County,Strongsville,44149,19177,82540,1.2010985807029306,2,,,0,2,7000,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Knox County,Centerburg,43011,7491,67312,1.0846576130420835,1,,,0,1,3500,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Knox County,Fredericktown,43019,8700,60690,1.029923553593424,1,,,0,1,3500,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Delaware County,Galena,43021,10301,118929,1.441751145378326,1,,,0,1,3500,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Licking County,Hebron,43025,5306,52058,0.9538721325913301,1,,,0,1,3500,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Knox County,Howard,43028,7537,58581,1.0118702141102072,1,,,0,1,3500,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Licking County,Johnstown,43031,12318,72934,1.1290454836818957,1,,,0,1,3500,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Champaign County,Mechanicsburg,43044,5528,53456,0.9665952367319949,1,,,0,1,3500,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Madison County,Plain City,43064,12580,72665,1.1269614501958016,1,,,0,1,3500,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Champaign County,Saint Paris,43072,5948,54679,0.9775898936712426,1,,,0,1,3500,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Delaware County,Sunbury,43074,11655,72243,1.1236842863588918,1,3,2,0,1,3500,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Perry County,Thornville,43076,9051,50440,0.9389316104943933,1,,,0,1,3500,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Licking County,Utica,43080,5498,55036,0.9807760509551854,1,,,0,1,3500,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Pickaway County,Ashville,43103,10697,56566,0.9943153777106891,1,,,0,1,3500,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Fairfield County,Baltimore,43105,8147,69216,1.0998910557105197,1,,,0,1,3500,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Fairfield County,Carroll,43112,4617,72461,1.1253784204127948,1,,,0,1,3500,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Franklin County,Groveport,43125,12161,54850,0.979117329962689,1,,,0,1,3500,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Madison County,Mount Sterling,43143,5694,51651,0.9501360329898396,1,,,0,1,3500,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Pickaway County,Orient,43146,12369,71917,1.1211460800774917,1,,,0,1,3500,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Madison County,West Jefferson,43162,6926,55965,0.9890190926127634,1,,,0,1,3500,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Franklin County,Columbus,43205,12272,24779,0.6580945729361628,1,8,2,0,1,3500,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Franklin County,Columbus,43211,21600,21908,0.6187964131330952,1,,,0,1,3500,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Morrow County,Cardington,43315,7046,51624,0.9498876638748943,1,,,0,1,3500,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Wyandot County,Carey,43316,6041,40528,0.8416354265336901,1,,,0,1,3500,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Hardin County,Kenton,43326,13611,39402,0.8298613817901959,1,,,0,1,3500,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Morrow County,Marengo,43334,6651,52593,0.9587610751332587,1,,,0,1,3500,Sherry Quinn
Ohio (Columbus/Cleveland),1,OH,Morrow County,Mount Gilead,43338,10489,47999,0.9159304899053264,1,,,0,1,3500,Sherry Quinn
