territory,tier,state,county,major_city,zipcode,population,median_household_income,income_factor,target_clinics,npi_providers,npi_locations,our_accts,open_clinics,annual_potential,current_owner
Philadelphia / Pittsburgh,2,PA,Allegheny County,Monroeville,15146,28323,58083,1.0075600547843118,3,17,10,0,3,10500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Allegheny County,Pittsburgh,15217,27220,62925,1.048716337198997,3,1,1,0,3,10500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Allegheny County,Pittsburgh,15221,31060,37488,0.809454715002,3,3,3,0,3,10500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Allegheny County,Pittsburgh,15227,28156,49519,0.9303199933985081,3,,,0,3,10500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Allegheny County,Pittsburgh,15235,34580,50234,0.9370123222240919,3,3,3,0,3,10500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Allegheny County,Pittsburgh,15236,29724,58435,1.0106084977344618,3,,,0,3,10500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Montgomery County,Huntingdon Valley,19006,21423,90234,1.2558319456249396,3,9,5,0,3,10500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Delaware County,Drexel Hill,19026,30738,66783,1.0803870843088361,3,5,2,0,3,10500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Delaware County,Lansdowne,19050,28073,55530,0.9851679126704009,3,,,0,3,10500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Bucks County,Feasterville Trevose,19053,25966,74219,1.1389481952759386,3,2,2,0,3,10500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Delaware County,Springfield,19064,24459,93000,1.2749345657686437,3,,,0,3,10500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Delaware County,Upper Darby,19082,40997,38029,0.8152745290777007,3,3,2,0,3,10500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Philadelphia County,Philadelphia,19104,51808,19236,0.5798341709130362,3,131,25,0,3,10500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Philadelphia County,Philadelphia,19114,30907,54074,0.9721665408922536,3,2,2,0,3,10500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Philadelphia County,Philadelphia,19115,33207,45799,0.8946937823844161,3,6,5,0,3,10500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Philadelphia County,Philadelphia,19116,33112,48058,0.9164932443663175,3,3,2,0,3,10500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Philadelphia County,Philadelphia,19119,27035,58378,1.0101154820867766,3,,,0,3,10500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Philadelphia County,Philadelphia,19130,24870,62721,1.0470150117412134,3,,,0,3,10500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Philadelphia County,Philadelphia,19131,43172,27914,0.6984856023725775,3,4,2,0,3,10500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Philadelphia County,Philadelphia,19135,33091,35859,0.7916724076281347,3,,,0,3,10500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Philadelphia County,Philadelphia,19138,32273,34795,0.7798388048530128,3,,,0,3,10500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Philadelphia County,Philadelphia,19139,41271,24627,0.6560730173922349,3,1,1,0,3,10500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Philadelphia County,Philadelphia,19140,54133,22654,0.6292436906092108,3,26,7,0,3,10500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Philadelphia County,Philadelphia,19144,43329,29961,0.7236433472368765,3,,,0,3,10500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Philadelphia County,Philadelphia,19146,35113,42068,0.8574767517939837,3,,,0,3,10500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Philadelphia County,Philadelphia,19151,29883,40358,0.8398683966051014,3,,,0,3,10500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Philadelphia County,Philadelphia,19152,33293,50584,0.940270922450941,3,5,4,0,3,10500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Philadelphia County,Philadelphia,19154,34196,58319,1.0096049140730814,3,,,0,3,10500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Chester County,Kennett Square,19348,22232,90196,1.2555674852263623,3,1,1,0,3,10500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Chester County,Malvern,19355,24760,109706,1.3847188739719258,3,4,4,0,3,10500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Montgomery County,King Of Prussia,19406,23441,74104,1.138065471049147,3,12,8,0,3,10500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Montgomery County,Harleysville,19438,23765,90449,1.2573271870278049,3,,,0,3,10500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Montgomery County,North Wales,19454,27870,87658,1.2377764066199157,3,5,3,0,3,10500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Montgomery County,Royersford,19468,25536,71923,1.1211928474355664,3,8,4,0,3,10500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Westmoreland County,Belle Vernon,15012,15905,51884,0.9522766749088442,2,,,0,2,7000,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Allegheny County,Bridgeville,15017,16213,59715,1.0216170675796192,2,4,2,0,2,7000,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Washington County,Mc Donald,15057,13930,69042,1.0985076944077878,2,,,0,2,7000,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Allegheny County,Carnegie,15106,18536,44038,0.8773244141775828,2,,,0,2,7000,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Allegheny County,Glenshaw,15116,14427,72083,1.1224392581673552,2,,,0,2,7000,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Allegheny County,Homestead,15120,18931,41453,0.8511858683293013,2,,,0,2,7000,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Allegheny County,West Mifflin,15122,20131,45685,0.8935795807615143,2,,,0,2,7000,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Allegheny County,Mc Kees Rocks,15136,21849,40034,0.8364903090702486,2,,,0,2,7000,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Allegheny County,Sewickley,15143,19660,86084,1.2266132196410535,2,7,5,0,2,7000,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Allegheny County,Verona,15147,17395,44609,0.8829938228400446,2,,,0,2,7000,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Allegheny County,Pittsburgh,15202,19685,43791,0.8748605892929374,2,,,0,2,7000,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Allegheny County,Pittsburgh,15205,21865,51079,0.9448603281329158,2,1,1,0,2,7000,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Allegheny County,Pittsburgh,15206,28615,33792,0.7685168071223252,2,9,6,0,2,7000,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Allegheny County,Pittsburgh,15210,25954,31880,0.7464583455028897,2,,,0,2,7000,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Allegheny County,Pittsburgh,15212,27895,37699,0.8117295134758468,2,21,7,0,2,7000,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Allegheny County,Pittsburgh,15213,30844,21928,0.6190788009601123,2,33,17,0,2,7000,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Allegheny County,Pittsburgh,15216,23350,50998,0.9441108611108895,2,,,0,2,7000,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Allegheny County,Pittsburgh,15220,17718,63230,1.0512548499333687,2,4,3,0,2,7000,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Allegheny County,Pittsburgh,15228,17595,72396,1.1248735556640854,2,7,3,0,2,7000,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Allegheny County,Pittsburgh,15238,13162,79194,1.176501705635855,2,12,10,0,2,7000,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Allegheny County,Pittsburgh,15239,21024,65750,1.0719988021814792,2,1,1,0,2,7000,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Allegheny County,Pittsburgh,15241,20395,102380,1.3376853909862936,3,7,5,1,2,7000,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Allegheny County,Pittsburgh,15243,13406,74500,1.1411022399647084,2,14,6,0,2,7000,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Montgomery County,Abington,19001,17020,68345,1.092948744266158,2,3,2,0,2,7000,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Bucks County,Bristol,19007,21125,48032,0.9162452934720726,2,2,1,0,2,7000,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Delaware County,Broomall,19008,20535,72580,1.1263021248480192,2,,,0,2,7000,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Delaware County,Chester,19013,35130,27289,0.6906217190707331,2,1,1,0,2,7000,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Delaware County,Aston,19014,21206,75373,1.1477685546227023,2,1,1,0,2,7000,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Delaware County,Brookhaven,19015,16632,55788,0.9874538731808754,2,,,0,2,7000,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Delaware County,Clifton Heights,19018,23360,56264,0.9916575522252504,2,,,0,2,7000,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Delaware County,Darby,19023,22164,38790,0.8233913709147385,2,1,1,0,2,7000,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Montgomery County,Elkins Park,19027,19067,69793,1.1044660095092047,2,,,0,2,7000,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Montgomery County,Hatboro,19040,20536,69807,1.10457677813064,2,4,2,0,2,7000,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Montgomery County,Horsham,19044,15853,68913,1.0974809733753177,2,,,0,2,7000,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Montgomery County,Jenkintown,19046,17809,78715,1.1729383104003552,2,12,8,0,2,7000,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Bucks County,Levittown,19054,17437,67637,1.0872729657369051,2,,,0,2,7000,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Bucks County,Levittown,19056,15486,69314,1.1006694248510538,2,,,0,2,7000,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Bucks County,Levittown,19057,17191,62863,1.0481995597897469,2,,,0,2,7000,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Delaware County,Garnet Valley,19060,11368,123227,1.467571804326166,2,,,0,2,7000,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Delaware County,Marcus Hook,19061,19997,56412,0.9929609516415481,2,,,0,2,7000,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Delaware County,Newtown Square,19073,18332,98297,1.3107400006072298,2,15,9,0,2,7000,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Montgomery County,Willow Grove,19090,18832,66857,1.0809854889132902,2,2,2,0,2,7000,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Montgomery County,Wynnewood,19096,13572,111563,1.3963893041484305,2,11,6,0,2,7000,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Philadelphia County,Philadelphia,19103,21908,63709,1.0552292371175405,2,5,4,0,2,7000,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Philadelphia County,Philadelphia,19106,11740,93720,1.2798602810843933,2,8,6,0,2,7000,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Philadelphia County,Philadelphia,19121,36572,16105,0.5305505707687266,2,,,0,2,7000,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Philadelphia County,Philadelphia,19125,22958,41186,0.8484401832407676,2,2,1,0,2,7000,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Philadelphia County,Philadelphia,19132,36268,24233,0.6508036989608896,2,,,0,2,7000,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Philadelphia County,Philadelphia,19141,31376,29601,0.7192826968218543,2,2,2,0,2,7000,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Philadelphia County,Philadelphia,19142,29595,30306,0.7277977874273815,2,,,0,2,7000,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Philadelphia County,Philadelphia,19150,23378,46462,0.9011464408193435,2,,,0,2,7000,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Chester County,Berwyn,19312,11539,123777,1.4708432701611611,2,,,0,2,7000,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Chester County,Exton,19341,16709,90114,1.2549966176453082,2,14,6,0,2,7000,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Delaware County,Glen Mills,19342,18099,80429,1.1856397633490294,2,7,5,0,2,7000,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Chester County,Landenberg,19350,10921,126621,1.4876449456090184,2,,,0,2,7000,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Chester County,Lincoln University,19352,10622,121241,1.4556976349142086,2,,,0,2,7000,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Chester County,Oxford,19363,17055,62548,1.0455700517407511,2,,,0,2,7000,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Chester County,West Grove,19390,13425,77462,1.163565335566478,2,1,1,0,2,7000,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Montgomery County,Blue Bell,19422,18506,106803,1.3662750808257866,3,3,2,1,2,7000,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Chester County,Chester Springs,19425,13922,150192,1.5,2,,,0,2,7000,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Montgomery County,Conshohocken,19428,16580,75136,1.1459626339512763,2,1,1,0,2,7000,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Montgomery County,Hatfield,19440,18038,74223,1.1389788864156711,2,,,0,2,7000,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Montgomery County,Plymouth Meeting,19462,14658,86552,1.2299429724450333,2,8,4,0,2,7000,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Chester County,Pottstown,19465,17038,81998,1.1971485707288403,2,,,0,2,7000,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Montgomery County,Schwenksville,19473,15726,89224,1.2487838286168265,2,,,0,2,7000,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Beaver County,Ambridge,15003,11861,35798,0.7909987612377517,1,2,1,0,1,3500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Beaver County,Baden,15005,9450,62584,1.0458709015468612,1,,,0,1,3500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Beaver County,Beaver,15009,15082,54833,0.9789655862568474,1,2,2,0,1,3500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Washington County,Burgettstown,15021,7352,51824,0.9517258969367,1,,,0,1,3500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Washington County,Charleroi,15022,10340,40956,0.8460678425998865,1,,,0,1,3500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Allegheny County,Cheswick,15024,9029,53686,0.9686724430523366,1,,,0,1,3500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Allegheny County,Clairton,15025,15944,49548,0.930592366941696,1,1,1,0,1,3500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Allegheny County,Elizabeth,15037,10894,55980,0.9891516244850653,1,,,0,1,3500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Beaver County,Freedom,15042,8105,53697,0.9687716761030365,1,,,0,1,3500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Beaver County,Monaca,15061,12799,54597,0.9768565915996391,1,,,0,1,3500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Westmoreland County,Monessen,15062,7731,31225,0.7387502570988416,1,,,0,1,3500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Washington County,Monongahela,15063,11677,48877,0.924269649771851,1,2,2,0,1,3500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Allegheny County,Natrona Heights,15065,11588,45246,0.889275888337438,1,4,1,0,1,3500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Beaver County,New Brighton,15066,12785,43194,0.868876664479473,1,,,0,1,3500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Allegheny County,Oakdale,15071,9956,60172,1.0255188438776774,1,,,0,1,3500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Beaver County,Rochester,15074,8874,47740,0.9134559917089945,1,,,0,1,3500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Allegheny County,Tarentum,15084,10130,44295,0.8798806653018381,1,,,0,1,3500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Westmoreland County,Trafford,15085,7944,62908,1.0485746655102954,1,2,1,0,1,3500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Westmoreland County,West Newton,15089,6262,43607,0.8730206701408535,1,,,0,1,3500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Allegheny County,Braddock,15104,9038,23403,0.639561316505611,1,,,0,1,3500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Allegheny County,Imperial,15126,7014,66209,1.075734100205965,1,,,0,1,3500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Allegheny County,South Park,15129,10920,64484,1.0616281022212675,1,,,0,1,3500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Allegheny County,Mckeesport,15131,8240,47673,0.9128147784744969,1,2,1,0,1,3500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Allegheny County,Mckeesport,15132,21472,27429,0.6923909914889114,1,1,1,0,1,3500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Allegheny County,Mckeesport,15133,6432,45353,0.8903267694221091,1,,,0,1,3500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Allegheny County,North Versailles,15137,10228,39021,0.8258394383882649,1,,,0,1,3500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Allegheny County,Oakmont,15139,6307,54861,0.979215504536039,1,,,0,1,3500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Allegheny County,Turtle Creek,15145,7132,34908,0.7811040779520955,1,,,0,1,3500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Allegheny County,Pittsburgh,15201,12713,45784,0.8945472561963752,1,,,0,1,3500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Allegheny County,Pittsburgh,15203,9949,43734,0.8742910282945154,1,,,0,1,3500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Allegheny County,Pittsburgh,15204,8329,37041,0.804614348434487,1,,,0,1,3500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Allegheny County,Pittsburgh,15207,11268,39707,0.8330670540761302,1,,,0,1,3500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Allegheny County,Pittsburgh,15208,10406,31184,0.7382650896089837,1,,,0,1,3500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Allegheny County,Pittsburgh,15209,12438,56273,0.9917368619178663,1,,,0,1,3500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Allegheny County,Pittsburgh,15211,11081,50725,0.9415804861476889,1,,,0,1,3500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Allegheny County,Pittsburgh,15214,14352,38171,0.8167952253134395,1,,,0,1,3500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Allegheny County,Pittsburgh,15215,12615,60148,1.025314305995004,1,9,4,0,1,3500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Allegheny County,Pittsburgh,15218,13851,47803,0.9140585132245719,1,,,0,1,3500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Allegheny County,Pittsburgh,15219,16696,20151,0.5934644695004541,1,2,2,0,1,3500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Allegheny County,Pittsburgh,15223,7236,41391,0.8505490836388253,1,1,1,0,1,3500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Allegheny County,Pittsburgh,15224,10141,38058,0.8155853242034304,1,11,6,0,1,3500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Allegheny County,Pittsburgh,15226,13974,51101,0.9450637844402091,1,,,0,1,3500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Allegheny County,Pittsburgh,15229,13825,58457,1.0107987201585262,1,,,0,1,3500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Allegheny County,Pittsburgh,15232,11374,50870,0.9429253037011245,1,13,8,0,1,3500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Allegheny County,Pittsburgh,15234,14056,55538,0.9852388748481686,1,,,0,1,3500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Montgomery County,Ardmore,19003,12519,76496,1.1562873773663391,1,9,5,0,1,3500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Montgomery County,Bala Cynwyd,19004,9416,104933,1.354261294248552,1,18,15,0,1,3500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Delaware County,Bryn Mawr,19010,21103,103737,1.3465214115522108,3,34,16,2,1,3500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Montgomery County,Cheltenham,19012,6670,86555,1.2299642879371326,1,,,0,1,3500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Bucks County,Croydon,19021,10074,57052,0.9985776885266996,1,,,0,1,3500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Montgomery County,Dresher,19025,5395,110000,1.3865730795900817,1,1,1,0,1,3500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Bucks County,Fairless Hills,19030,12122,61776,1.0390975328007794,1,,,0,1,3500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Montgomery County,Flourtown,19031,4700,82917,1.2038384540201055,1,,,0,1,3500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Delaware County,Folcroft,19032,6606,54388,0.9749850712867766,1,,,0,1,3500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Delaware County,Folsom,19033,7777,63216,1.0511384622798992,1,,,0,1,3500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Montgomery County,Fort Washington,19034,5999,112813,1.404190387546957,1,17,6,0,1,3500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Montgomery County,Gladwyne,19035,3780,161667,1.5,1,2,1,0,1,3500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Delaware County,Glenolden,19036,12942,53364,0.9657631032352504,1,,,0,1,3500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Delaware County,Haverford,19041,6248,123080,1.4666961949559414,1,4,3,0,1,3500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Bucks County,Levittown,19055,13924,64422,1.061117613020003,1,,,0,1,3500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Montgomery County,Merion Station,19066,5864,191711,1.5,1,1,1,0,1,3500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Delaware County,Morton,19070,7277,67284,1.0844319952314176,1,,,0,1,3500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Montgomery County,Narberth,19072,9539,107959,1.3736492332590087,1,2,2,0,1,3500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Delaware County,Norwood,19074,5890,69423,1.1015345158742882,1,,,0,1,3500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Montgomery County,Oreland,19075,7354,90132,1.2551219522834456,1,,,0,1,3500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Delaware County,Prospect Park,19076,6525,67727,1.0879961057078942,1,,,0,1,3500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Delaware County,Ridley Park,19078,11067,57211,0.9999682040511809,1,4,3,0,1,3500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Delaware County,Sharon Hill,19079,9168,41096,0.8475126668813922,1,,,0,1,3500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Delaware County,Swarthmore,19081,10337,90275,1.2561172220300003,1,,,0,1,3500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Delaware County,Villanova,19085,8932,178233,1.5,1,4,1,0,1,3500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Delaware County,Wallingford,19086,11420,91318,1.2633527124240085,1,,,0,1,3500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Montgomery County,Wyncote,19095,7063,67170,1.0835129234107845,1,,,0,1,3500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Philadelphia County,Philadelphia,19102,4705,76962,1.1598039781947105,1,22,8,0,1,3500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Philadelphia County,Philadelphia,19107,14875,44402,0.8809427540670705,1,59,24,0,1,3500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Philadelphia County,Philadelphia,19118,9808,77271,1.1621299340499711,1,2,1,0,1,3500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Philadelphia County,Philadelphia,19122,21653,23509,0.6410080735038124,1,,,0,1,3500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Philadelphia County,Philadelphia,19123,13416,48798,0.9235223981943625,1,2,2,0,1,3500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Philadelphia County,Philadelphia,19126,15758,40031,0.836458966736962,1,1,1,0,1,3500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Philadelphia County,Philadelphia,19127,5913,63849,1.0563880296133847,1,,,0,1,3500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Philadelphia County,Philadelphia,19129,10975,49807,0.9330214182746809,1,,,0,1,3500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Philadelphia County,Philadelphia,19133,26063,14185,0.5,1,,,0,1,3500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Philadelphia County,Philadelphia,19137,8638,43522,0.8721693967933773,1,,,0,1,3500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Philadelphia County,Philadelphia,19153,12259,47138,0.9076783934550249,1,,,0,1,3500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Chester County,Paoli,19301,6402,98148,1.3097462046319264,1,11,6,0,1,3500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Chester County,Avondale,19311,8584,93628,1.2792319410470574,1,,,0,1,3500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Delaware County,Chadds Ford,19317,9530,106667,1.3654049151885648,1,2,1,0,1,3500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Chester County,Cochranville,19330,5421,68772,1.0963576435787095,1,,,0,1,3500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Chester County,Devon,19333,6895,96346,1.2976670159151762,1,2,1,0,1,3500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Chester County,Glenmoore,19343,8142,109583,1.3839423978075631,1,,,0,1,3500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Chester County,Honey Brook,19344,11919,59896,1.0231641895810306,1,,,0,1,3500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Chester County,Nottingham,19362,5815,61920,1.0403078972562958,1,,,0,1,3500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Chester County,Parkesburg,19365,7006,67829,1.088815083741889,1,,,0,1,3500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Delaware County,Thornton,19373,4273,177813,1.5,1,,,0,1,3500,Sherry Quinn
Philadelphia / Pittsburgh,2,PA,Montgomery County,Lafayette Hill,19444,10519,115993,1.423843680422691,1,1,1,0,1,3500,Sherry Quinn
